"x","y","path","block_id","ring","segment"
1,6.12323399573677e-17,1,1,1,1
0.998629534754574,0.052335956242944,2,1,1,1
0.994521895368273,0.104528463267653,3,1,1,1
0.987688340595138,0.156434465040231,4,1,1,1
0.978147600733806,0.207911690817759,5,1,1,1
0.965925826289068,0.258819045102521,6,1,1,1
0.951056516295154,0.309016994374947,7,1,1,1
0.933580426497202,0.3583679495453,8,1,1,1
0.913545457642601,0.4067366430758,9,1,1,1
0.891006524188368,0.453990499739547,10,1,1,1
0.866025403784439,0.5,11,1,1,1
2.07846096908265,1.2,12,1,1,1
2.13841565805208,1.08957719937491,13,1,1,1
2.19250909834224,0.976167943381921,14,1,1,1
2.24059302359328,0.86008307890872,15,1,1,1
2.28253563910837,0.741640786499874,16,1,1,1
2.31822198309376,0.62116570824605,17,1,1,1
2.34755424176113,0.498988057962622,18,1,1,1
2.37045201742833,0.375442716096554,19,1,1,1
2.38685254888386,0.250868311842368,20,1,1,1
2.39671088341098,0.125606294983066,21,1,1,1
2.4,1.46957615897682e-16,22,1,1,1
0.866025403784439,0.5,1,2,1,2
0.838670567945424,0.544639035015027,2,2,1,2
0.809016994374947,0.587785252292473,3,2,1,2
0.777145961456971,0.629320391049838,4,2,1,2
0.743144825477394,0.669130606358858,5,2,1,2
0.707106781186547,0.707106781186548,6,2,1,2
0.669130606358858,0.743144825477394,7,2,1,2
0.629320391049838,0.777145961456971,8,2,1,2
0.587785252292473,0.809016994374947,9,2,1,2
0.544639035015027,0.838670567945424,10,2,1,2
0.5,0.866025403784439,11,2,1,2
1.2,2.07846096908265,12,2,1,2
1.30713368403606,2.01280936306902,13,2,1,2
1.41068460550194,1.94164078649987,14,2,1,2
1.51036893851961,1.86515030749673,15,2,1,2
1.60591345526126,1.78354758114575,16,2,1,2
1.69705627484771,1.69705627484771,17,2,1,2
1.78354758114575,1.60591345526126,18,2,1,2
1.86515030749673,1.51036893851961,19,2,1,2
1.94164078649987,1.41068460550194,20,2,1,2
2.01280936306902,1.30713368403607,21,2,1,2
2.07846096908265,1.2,22,2,1,2
0.5,0.866025403784439,1,3,1,3
0.453990499739547,0.891006524188368,2,3,1,3
0.4067366430758,0.913545457642601,3,3,1,3
0.3583679495453,0.933580426497202,4,3,1,3
0.309016994374947,0.951056516295154,5,3,1,3
0.258819045102521,0.965925826289068,6,3,1,3
0.207911690817759,0.978147600733806,7,3,1,3
0.156434465040231,0.987688340595138,8,3,1,3
0.104528463267653,0.994521895368273,9,3,1,3
0.0523359562429438,0.998629534754574,10,3,1,3
0,1,11,3,1,3
0,2.4,12,3,1,3
0.125606294983065,2.39671088341098,13,3,1,3
0.250868311842368,2.38685254888386,14,3,1,3
0.375442716096554,2.37045201742833,15,3,1,3
0.498988057962622,2.34755424176113,16,3,1,3
0.62116570824605,2.31822198309376,17,3,1,3
0.741640786499874,2.28253563910837,18,3,1,3
0.860083078908721,2.24059302359328,19,3,1,3
0.97616794338192,2.19250909834224,20,3,1,3
1.08957719937491,2.13841565805208,21,3,1,3
1.2,2.07846096908265,22,3,1,3
0,1,1,4,1,4
-0.0523359562429438,0.998629534754574,2,4,1,4
-0.104528463267653,0.994521895368273,3,4,1,4
-0.156434465040231,0.987688340595138,4,4,1,4
-0.207911690817759,0.978147600733806,5,4,1,4
-0.258819045102521,0.965925826289068,6,4,1,4
-0.309016994374947,0.951056516295154,7,4,1,4
-0.3583679495453,0.933580426497202,8,4,1,4
-0.4067366430758,0.913545457642601,9,4,1,4
-0.453990499739547,0.891006524188368,10,4,1,4
-0.5,0.866025403784439,11,4,1,4
-1.2,2.07846096908265,12,4,1,4
-1.08957719937491,2.13841565805208,13,4,1,4
-0.97616794338192,2.19250909834224,14,4,1,4
-0.860083078908721,2.24059302359328,15,4,1,4
-0.741640786499874,2.28253563910837,16,4,1,4
-0.62116570824605,2.31822198309376,17,4,1,4
-0.498988057962622,2.34755424176113,18,4,1,4
-0.375442716096554,2.37045201742833,19,4,1,4
-0.250868311842368,2.38685254888386,20,4,1,4
-0.125606294983065,2.39671088341098,21,4,1,4
0,2.4,22,4,1,4
-0.5,0.866025403784439,1,5,1,5
-0.544639035015027,0.838670567945424,2,5,1,5
-0.587785252292473,0.809016994374947,3,5,1,5
-0.629320391049838,0.777145961456971,4,5,1,5
-0.669130606358858,0.743144825477394,5,5,1,5
-0.707106781186547,0.707106781186548,6,5,1,5
-0.743144825477394,0.669130606358858,7,5,1,5
-0.777145961456971,0.629320391049838,8,5,1,5
-0.809016994374947,0.587785252292473,9,5,1,5
-0.838670567945424,0.544639035015027,10,5,1,5
-0.866025403784439,0.5,11,5,1,5
-2.07846096908265,1.2,12,5,1,5
-2.01280936306902,1.30713368403607,13,5,1,5
-1.94164078649987,1.41068460550194,14,5,1,5
-1.86515030749673,1.51036893851961,15,5,1,5
-1.78354758114575,1.60591345526126,16,5,1,5
-1.69705627484771,1.69705627484771,17,5,1,5
-1.60591345526126,1.78354758114575,18,5,1,5
-1.51036893851961,1.86515030749673,19,5,1,5
-1.41068460550194,1.94164078649987,20,5,1,5
-1.30713368403606,2.01280936306902,21,5,1,5
-1.2,2.07846096908265,22,5,1,5
-0.866025403784439,0.5,1,6,1,6
-0.891006524188368,0.453990499739547,2,6,1,6
-0.913545457642601,0.4067366430758,3,6,1,6
-0.933580426497202,0.3583679495453,4,6,1,6
-0.951056516295154,0.309016994374947,5,6,1,6
-0.965925826289068,0.258819045102521,6,6,1,6
-0.978147600733806,0.207911690817759,7,6,1,6
-0.987688340595138,0.156434465040231,8,6,1,6
-0.994521895368273,0.104528463267653,9,6,1,6
-0.998629534754574,0.052335956242944,10,6,1,6
-1,6.12323399573677e-17,11,6,1,6
-2.4,1.46957615897682e-16,12,6,1,6
-2.39671088341098,0.125606294983066,13,6,1,6
-2.38685254888386,0.250868311842368,14,6,1,6
-2.37045201742833,0.375442716096554,15,6,1,6
-2.34755424176113,0.498988057962622,16,6,1,6
-2.31822198309376,0.62116570824605,17,6,1,6
-2.28253563910837,0.741640786499874,18,6,1,6
-2.24059302359328,0.86008307890872,19,6,1,6
-2.19250909834224,0.976167943381921,20,6,1,6
-2.13841565805208,1.08957719937491,21,6,1,6
-2.07846096908265,1.2,22,6,1,6
-1,6.12323399573677e-17,1,7,1,7
-0.998629534754574,-0.0523359562429438,2,7,1,7
-0.994521895368273,-0.104528463267653,3,7,1,7
-0.987688340595138,-0.156434465040231,4,7,1,7
-0.978147600733806,-0.207911690817759,5,7,1,7
-0.965925826289068,-0.258819045102521,6,7,1,7
-0.951056516295154,-0.309016994374947,7,7,1,7
-0.933580426497202,-0.3583679495453,8,7,1,7
-0.913545457642601,-0.4067366430758,9,7,1,7
-0.891006524188368,-0.453990499739547,10,7,1,7
-0.866025403784439,-0.5,11,7,1,7
-2.07846096908265,-1.2,12,7,1,7
-2.13841565805208,-1.08957719937491,13,7,1,7
-2.19250909834224,-0.97616794338192,14,7,1,7
-2.24059302359328,-0.860083078908721,15,7,1,7
-2.28253563910837,-0.741640786499874,16,7,1,7
-2.31822198309376,-0.62116570824605,17,7,1,7
-2.34755424176113,-0.498988057962622,18,7,1,7
-2.37045201742833,-0.375442716096554,19,7,1,7
-2.38685254888386,-0.250868311842368,20,7,1,7
-2.39671088341098,-0.125606294983065,21,7,1,7
-2.4,1.46957615897682e-16,22,7,1,7
-0.866025403784439,-0.5,1,8,1,8
-0.838670567945424,-0.544639035015027,2,8,1,8
-0.809016994374947,-0.587785252292473,3,8,1,8
-0.777145961456971,-0.629320391049837,4,8,1,8
-0.743144825477394,-0.669130606358858,5,8,1,8
-0.707106781186548,-0.707106781186547,6,8,1,8
-0.669130606358858,-0.743144825477394,7,8,1,8
-0.629320391049837,-0.777145961456971,8,8,1,8
-0.587785252292473,-0.809016994374947,9,8,1,8
-0.544639035015027,-0.838670567945424,10,8,1,8
-0.5,-0.866025403784439,11,8,1,8
-1.2,-2.07846096908265,12,8,1,8
-1.30713368403607,-2.01280936306902,13,8,1,8
-1.41068460550194,-1.94164078649987,14,8,1,8
-1.51036893851961,-1.86515030749673,15,8,1,8
-1.60591345526126,-1.78354758114575,16,8,1,8
-1.69705627484771,-1.69705627484771,17,8,1,8
-1.78354758114575,-1.60591345526126,18,8,1,8
-1.86515030749673,-1.51036893851961,19,8,1,8
-1.94164078649987,-1.41068460550194,20,8,1,8
-2.01280936306902,-1.30713368403607,21,8,1,8
-2.07846096908265,-1.2,22,8,1,8
-0.5,-0.866025403784439,1,9,1,9
-0.453990499739547,-0.891006524188368,2,9,1,9
-0.4067366430758,-0.913545457642601,3,9,1,9
-0.358367949545301,-0.933580426497202,4,9,1,9
-0.309016994374948,-0.951056516295154,5,9,1,9
-0.258819045102521,-0.965925826289068,6,9,1,9
-0.207911690817759,-0.978147600733806,7,9,1,9
-0.156434465040231,-0.987688340595138,8,9,1,9
-0.104528463267654,-0.994521895368273,9,9,1,9
-0.0523359562429443,-0.998629534754574,10,9,1,9
-1.22464679914735e-16,-1,11,9,1,9
-2.93915231795365e-16,-2.4,12,9,1,9
-0.125606294983066,-2.39671088341098,13,9,1,9
-0.250868311842369,-2.38685254888386,14,9,1,9
-0.375442716096554,-2.37045201742833,15,9,1,9
-0.498988057962622,-2.34755424176113,16,9,1,9
-0.62116570824605,-2.31822198309376,17,9,1,9
-0.741640786499874,-2.28253563910837,18,9,1,9
-0.860083078908722,-2.24059302359328,19,9,1,9
-0.97616794338192,-2.19250909834224,20,9,1,9
-1.08957719937491,-2.13841565805208,21,9,1,9
-1.2,-2.07846096908265,22,9,1,9
-1.22464679914735e-16,-1,1,10,1,10
0.0523359562429436,-0.998629534754574,2,10,1,10
0.104528463267653,-0.994521895368273,3,10,1,10
0.156434465040231,-0.987688340595138,4,10,1,10
0.207911690817759,-0.978147600733806,5,10,1,10
0.25881904510252,-0.965925826289068,6,10,1,10
0.309016994374948,-0.951056516295154,7,10,1,10
0.3583679495453,-0.933580426497202,8,10,1,10
