"BodyType","Make","Year","car_numbers"
Heavy goods vehicles,MAN/VW,2021,76
Heavy goods vehicles,MAN/VW,2022,59
Light goods vehicles,MAN/VW,2018,0
Light goods vehicles,MAN/VW,2019,0
Light goods vehicles,MAN/VW,2020,1
Light goods vehicles,MAN/VW,2021,1
Light goods vehicles,MAN/VW,2022,0
Motorcycles,MAN/VW,2018,0
Motorcycles,MAN/VW,2019,0
Motorcycles,MAN/VW,2020,0
Motorcycles,MAN/VW,2021,1
Motorcycles,MAN/VW,2022,0
Other vehicles,MAN/VW,2018,2
Other vehicles,MAN/VW,2019,3
Other vehicles,MAN/VW,2020,3
Other vehicles,MAN/VW,2021,2
Other vehicles,MAN/VW,2022,2
Cars,MARCOS,2018,192
Cars,MARCOS,2019,192
Cars,MARCOS,2020,188
Cars,MARCOS,2021,189
Cars,MARCOS,2022,200
Light goods vehicles,MARCOS,2018,0
Light goods vehicles,MARCOS,2019,0
Light goods vehicles,MARCOS,2020,0
Light goods vehicles,MARCOS,2021,0
Light goods vehicles,MARCOS,2022,0
Other vehicles,MARCOS,2018,8
Other vehicles,MARCOS,2019,9
Other vehicles,MARCOS,2020,7
Other vehicles,MARCOS,2021,9
Other vehicles,MARCOS,2022,13
Buses and coaches,MARSHALL,2018,0
Buses and coaches,MARSHALL,2019,0
Buses and coaches,MARSHALL,2020,0
Buses and coaches,MARSHALL,2021,0
Buses and coaches,MARSHALL,2022,0
Cars,MARSHALL,2018,1
Cars,MARSHALL,2019,1
Cars,MARSHALL,2020,1
Cars,MARSHALL,2021,1
Cars,MARSHALL,2022,1
Light goods vehicles,MARSHALL,2018,48
Light goods vehicles,MARSHALL,2019,45
Light goods vehicles,MARSHALL,2020,44
Light goods vehicles,MARSHALL,2021,43
Light goods vehicles,MARSHALL,2022,47
Motorcycles,MARSHALL,2018,1
Motorcycles,MARSHALL,2019,1
Motorcycles,MARSHALL,2020,1
Motorcycles,MARSHALL,2021,1
Motorcycles,MARSHALL,2022,1
Other vehicles,MARSHALL,2018,1375
Other vehicles,MARSHALL,2019,1390
Other vehicles,MARSHALL,2020,1370
Other vehicles,MARSHALL,2021,1364
Other vehicles,MARSHALL,2022,1368
Light goods vehicles,MARTIN CONQUEST,2018,1
Light goods vehicles,MARTIN CONQUEST,2019,1
Light goods vehicles,MARTIN CONQUEST,2020,1
Light goods vehicles,MARTIN CONQUEST,2021,1
Light goods vehicles,MARTIN CONQUEST,2022,0
Motorcycles,MARTIN CONQUEST,2018,0
Motorcycles,MARTIN CONQUEST,2019,0
Motorcycles,MARTIN CONQUEST,2020,0
Motorcycles,MARTIN CONQUEST,2021,0
Motorcycles,MARTIN CONQUEST,2022,0
Other vehicles,MARTIN CONQUEST,2018,5
Other vehicles,MARTIN CONQUEST,2019,3
Other vehicles,MARTIN CONQUEST,2020,3
Other vehicles,MARTIN CONQUEST,2021,1
Other vehicles,MARTIN CONQUEST,2022,2
Cars,MASAI,2018,0
Cars,MASAI,2019,0
Cars,MASAI,2020,0
Cars,MASAI,2021,0
Cars,MASAI,2022,0
Motorcycles,MASAI,2018,0
Motorcycles,MASAI,2019,0
Motorcycles,MASAI,2020,0
Motorcycles,MASAI,2021,0
Motorcycles,MASAI,2022,1
Other vehicles,MASAI,2018,0
Other vehicles,MASAI,2019,1
Other vehicles,MASAI,2020,0
Other vehicles,MASAI,2021,0
Other vehicles,MASAI,2022,1
Cars,MASERATI,2018,10135
Cars,MASERATI,2019,10572
Cars,MASERATI,2020,10576
Cars,MASERATI,2021,11106
Cars,MASERATI,2022,11382
Heavy goods vehicles,MASERATI,2018,1
Heavy goods vehicles,MASERATI,2019,1
Heavy goods vehicles,MASERATI,2020,1
Heavy goods vehicles,MASERATI,2021,1
Heavy goods vehicles,MASERATI,2022,1
Light goods vehicles,MASERATI,2018,0
Light goods vehicles,MASERATI,2019,1
Light goods vehicles,MASERATI,2020,3
Light goods vehicles,MASERATI,2021,7
Light goods vehicles,MASERATI,2022,4
Motorcycles,MASERATI,2018,20
Motorcycles,MASERATI,2019,20
Motorcycles,MASERATI,2020,22
Motorcycles,MASERATI,2021,21
Motorcycles,MASERATI,2022,20
Other vehicles,MASERATI,2018,1
Other vehicles,MASERATI,2019,1
Other vehicles,MASERATI,2020,1
Other vehicles,MASERATI,2021,1
Other vehicles,MASERATI,2022,43
Motorcycles,MASH,2018,464
Motorcycles,MASH,2019,593
Motorcycles,MASH,2020,682
Motorcycles,MASH,2021,858
Motorcycles,MASH,2022,906
Buses and coaches,MASSEY FERGUSON,2018,3
Buses and coaches,MASSEY FERGUSON,2019,3
Buses and coaches,MASSEY FERGUSON,2020,3
Buses and coaches,MASSEY FERGUSON,2021,3
Buses and coaches,MASSEY FERGUSON,2022,3
Cars,MASSEY FERGUSON,2018,14
Cars,MASSEY FERGUSON,2019,14
Cars,MASSEY FERGUSON,2020,14
Cars,MASSEY FERGUSON,2021,14
Cars,MASSEY FERGUSON,2022,13
Heavy goods vehicles,MASSEY FERGUSON,2018,23
Heavy goods vehicles,MASSEY FERGUSON,2019,22
Heavy goods vehicles,MASSEY FERGUSON,2020,20
Heavy goods vehicles,MASSEY FERGUSON,2021,22
Heavy goods vehicles,MASSEY FERGUSON,2022,20
Light goods vehicles,MASSEY FERGUSON,2018,1366
Light goods vehicles,MASSEY FERGUSON,2019,1361
Light goods vehicles,MASSEY FERGUSON,2020,1358
Light goods vehicles,MASSEY FERGUSON,2021,1333
Light goods vehicles,MASSEY FERGUSON,2022,1302
Motorcycles,MASSEY FERGUSON,2018,4
Motorcycles,MASSEY FERGUSON,2019,4
Motorcycles,MASSEY FERGUSON,2020,4
Motorcycles,MASSEY FERGUSON,2021,3
Motorcycles,MASSEY FERGUSON,2022,3
Other vehicles,MASSEY FERGUSON,2018,77621
Other vehicles,MASSEY FERGUSON,2019,78534
Other vehicles,MASSEY FERGUSON,2020,79084
Other vehicles,MASSEY FERGUSON,2021,79848
Other vehicles,MASSEY FERGUSON,2022,80120
Heavy goods vehicles,MATBRO,2018,10
Heavy goods vehicles,MATBRO,2019,10
Heavy goods vehicles,MATBRO,2020,10
Heavy goods vehicles,MATBRO,2021,10
Heavy goods vehicles,MATBRO,2022,10
Light goods vehicles,MATBRO,2018,4
Light goods vehicles,MATBRO,2019,4
Light goods vehicles,MATBRO,2020,4
Light goods vehicles,MATBRO,2021,4
Light goods vehicles,MATBRO,2022,4
Other vehicles,MATBRO,2018,1454
Other vehicles,MATBRO,2019,1427
Other vehicles,MATBRO,2020,1369
Other vehicles,MATBRO,2021,1333
Other vehicles,MATBRO,2022,1295
Cars,MATCHLESS,2018,3
Cars,MATCHLESS,2019,2
Cars,MATCHLESS,2020,2
Cars,MATCHLESS,2021,2
Cars,MATCHLESS,2022,2
Heavy goods vehicles,MATCHLESS,2018,1
Heavy goods vehicles,MATCHLESS,2019,1
Heavy goods vehicles,MATCHLESS,2020,1
Heavy goods vehicles,MATCHLESS,2021,1
Heavy goods vehicles,MATCHLESS,2022,1
Motorcycles,MATCHLESS,2018,4372
Motorcycles,MATCHLESS,2019,4364
Motorcycles,MATCHLESS,2020,4394
Motorcycles,MATCHLESS,2021,4461
Motorcycles,MATCHLESS,2022,4433
Other vehicles,MATCHLESS,2018,15
Other vehicles,MATCHLESS,2019,15
Other vehicles,MATCHLESS,2020,14
Other vehicles,MATCHLESS,2021,15
Other vehicles,MATCHLESS,2022,11
Heavy goods vehicles,MATHIEU,2018,0
Heavy goods vehicles,MATHIEU,2019,0
Heavy goods vehicles,MATHIEU,2020,0
Heavy goods vehicles,MATHIEU,2021,0
Heavy goods vehicles,MATHIEU,2022,0
Other vehicles,MATHIEU,2018,76
Other vehicles,MATHIEU,2019,81
Other vehicles,MATHIEU,2020,64
Other vehicles,MATHIEU,2021,77
Other vehicles,MATHIEU,2022,114
Buses and coaches,MAXUS,2018,2
Buses and coaches,MAXUS,2019,2
Buses and coaches,MAXUS,2020,2
Buses and coaches,MAXUS,2021,2
Buses and coaches,MAXUS,2022,18
Cars,MAXUS,2018,0
Cars,MAXUS,2019,0
Cars,MAXUS,2020,1
Cars,MAXUS,2021,2
Cars,MAXUS,2022,4
Heavy goods vehicles,MAXUS,2018,0
Heavy goods vehicles,MAXUS,2019,0
Heavy goods vehicles,MAXUS,2020,0
Heavy goods vehicles,MAXUS,2021,27
Heavy goods vehicles,MAXUS,2022,363
Light goods vehicles,MAXUS,2018,4
Light goods vehicles,MAXUS,2019,4
Light goods vehicles,MAXUS,2020,120
Light goods vehicles,MAXUS,2021,3752
Light goods vehicles,MAXUS,2022,7632
Motorcycles,MAXUS,2018,6
Motorcycles,MAXUS,2019,5
Motorcycles,MAXUS,2020,6
Motorcycles,MAXUS,2021,5
Motorcycles,MAXUS,2022,4
Cars,MAYBACH,2018,57
Cars,MAYBACH,2019,64
Cars,MAYBACH,2020,54
Cars,MAYBACH,2021,51
Cars,MAYBACH,2022,49
Light goods vehicles,MAYBACH,2018,1
Light goods vehicles,MAYBACH,2019,1
Light goods vehicles,MAYBACH,2020,1
Light goods vehicles,MAYBACH,2021,1
Light goods vehicles,MAYBACH,2022,1
Other vehicles,MAYBACH,2018,1
Other vehicles,MAYBACH,2019,1
Other vehicles,MAYBACH,2020,1
Other vehicles,MAYBACH,2021,1
Other vehicles,MAYBACH,2022,0
Buses and coaches,MAZDA,2018,14
Buses and coaches,MAZDA,2019,13
Buses and coaches,MAZDA,2020,10
Buses and coaches,MAZDA,2021,9
Buses and coaches,MAZDA,2022,9
Cars,MAZDA,2018,564894
Cars,MAZDA,2019,571650
Cars,MAZDA,2020,563685
Cars,MAZDA,2021,565153
Cars,MAZDA,2022,567759
Heavy goods vehicles,MAZDA,2018,2
Heavy goods vehicles,MAZDA,2019,2
Heavy goods vehicles,MAZDA,2020,2
Heavy goods vehicles,MAZDA,2021,2
Heavy goods vehicles,MAZDA,2022,1
Light goods vehicles,MAZDA,2018,11280
Light goods vehicles,MAZDA,2019,10678
Light goods vehicles,MAZDA,2020,9890
Light goods vehicles,MAZDA,2021,9427
Light goods vehicles,MAZDA,2022,8689
Other vehicles,MAZDA,2018,58
Other vehicles,MAZDA,2019,54
Other vehicles,MAZDA,2020,41
Other vehicles,MAZDA,2021,38
Other vehicles,MAZDA,2022,35
Light goods vehicles,MBK,2018,0
Light goods vehicles,MBK,2019,0
Light goods vehicles,MBK,2020,0
Light goods vehicles,MBK,2021,0
Light goods vehicles,MBK,2022,0
Motorcycles,MBK,2018,224
Motorcycles,MBK,2019,182
Motorcycles,MBK,2020,161
Motorcycles,MBK,2021,149
Motorcycles,MBK,2022,136
Other vehicles,MBK,2018,0
Other vehicles,MBK,2019,1
Other vehicles,MBK,2020,1
Other vehicles,MBK,2021,1
Other vehicles,MBK,2022,1
Cars,MCC,2018,6584
Cars,MCC,2019,5554
Cars,MCC,2020,4696
Cars,MCC,2021,3924
Cars,MCC,2022,3365
Heavy goods vehicles,MCC,2018,0
Heavy goods vehicles,MCC,2019,0
Heavy goods vehicles,MCC,2020,0
Heavy goods vehicles,MCC,2021,0
Heavy goods vehicles,MCC,2022,0
Light goods vehicles,MCC,2018,1
Light goods vehicles,MCC,2019,1
Light goods vehicles,MCC,2020,1
Light goods vehicles,MCC,2021,1
Light goods vehicles,MCC,2022,1
Motorcycles,MCC,2018,0
Motorcycles,MCC,2019,0
Motorcycles,MCC,2020,0
Motorcycles,MCC,2021,0
Motorcycles,MCC,2022,1
Other vehicles,MCC,2018,1
Other vehicles,MCC,2019,1
Other vehicles,MCC,2020,1
Other vehicles,MCC,2021,0
Other vehicles,MCC,2022,0
Heavy goods vehicles,MCCORMICK,2018,21
Heavy goods vehicles,MCCORMICK,2019,9
Heavy goods vehicles,MCCORMICK,2020,11
Heavy goods vehicles,MCCORMICK,2021,10
Heavy goods vehicles,MCCORMICK,2022,10
Light goods vehicles,MCCORMICK,2018,5
Light goods vehicles,MCCORMICK,2019,4
Light goods vehicles,MCCORMICK,2020,4
Light goods vehicles,MCCORMICK,2021,5
Light goods vehicles,MCCORMICK,2022,6
Other vehicles,MCCORMICK,2018,5491
Other vehicles,MCCORMICK,2019,5428
Other vehicles,MCCORMICK,2020,5444
Other vehicles,MCCORMICK,2021,5445
Other vehicles,MCCORMICK,2022,5382
Cars,MCLAREN,2018,1980
Cars,MCLAREN,2019,2483
Cars,MCLAREN,2020,2565
Cars,MCLAREN,2021,2752
Cars,MCLAREN,2022,2726
Light goods vehicles,MCLAREN,2018,0
Light goods vehicles,MCLAREN,2019,0
Light goods vehicles,MCLAREN,2020,0
Light goods vehicles,MCLAREN,2021,1
Light goods vehicles,MCLAREN,2022,1
Other vehicles,MCLAREN,2018,0
Other vehicles,MCLAREN,2019,1
Other vehicles,MCLAREN,2020,2
Other vehicles,MCLAREN,2021,2
Other vehicles,MCLAREN,2022,2
Buses and coaches,MCW,2018,37
Buses and coaches,MCW,2019,30
Buses and coaches,MCW,2020,23
Buses and coaches,MCW,2021,26
Buses and coaches,MCW,2022,30
Heavy goods vehicles,MCW,2018,7
Heavy goods vehicles,MCW,2019,6
Heavy goods vehicles,MCW,2020,4
Heavy goods vehicles,MCW,2021,8
Heavy goods vehicles,MCW,2022,4
Light goods vehicles,MCW,2018,2
Light goods vehicles,MCW,2019,0
Light goods vehicles,MCW,2020,1
Light goods vehicles,MCW,2021,2
Light goods vehicles,MCW,2022,1
Other vehicles,MCW,2018,6
Other vehicles,MCW,2019,5
Other vehicles,MCW,2020,2
Other vehicles,MCW,2021,3
Other vehicles,MCW,2022,6
Heavy goods vehicles,MECALAC,2018,552
Heavy goods vehicles,MECALAC,2019,952
Heavy goods vehicles,MECALAC,2020,826
Heavy goods vehicles,MECALAC,2021,1309
Heavy goods vehicles,MECALAC,2022,1419
Light goods vehicles,MECALAC,2018,29
Light goods vehicles,MECALAC,2019,34
Light goods vehicles,MECALAC,2020,35
Light goods vehicles,MECALAC,2021,39
Light goods vehicles,MECALAC,2022,46
Other vehicles,MECALAC,2018,16
Other vehicles,MECALAC,2019,38
Other vehicles,MECALAC,2020,39
Other vehicles,MECALAC,2021,39
Other vehicles,MECALAC,2022,40
Motorcycles,MEGELLI,2018,15
Motorcycles,MEGELLI,2019,10
Motorcycles,MEGELLI,2020,10
Motorcycles,MEGELLI,2021,9
Motorcycles,MEGELLI,2022,4
Light goods vehicles,MELEX,2018,0
Light goods vehicles,MELEX,2019,0
Light goods vehicles,MELEX,2020,0
Light goods vehicles,MELEX,2021,0
Light goods vehicles,MELEX,2022,0
Buses and coaches,MERCEDES,2018,16767
Buses and coaches,MERCEDES,2019,16981
Buses and coaches,MERCEDES,2020,14529
Buses and coaches,MERCEDES,2021,16209
Buses and coaches,MERCEDES,2022,16405
Cars,MERCEDES,2018,1522346
Cars,MERCEDES,2019,1608967
Cars,MERCEDES,2020,1645213
Cars,MERCEDES,2021,1686382
Cars,MERCEDES,2022,1710628
Heavy goods vehicles,MERCEDES,2018,78167
Heavy goods vehicles,MERCEDES,2019,76640
Heavy goods vehicles,MERCEDES,2020,71901
Heavy goods vehicles,MERCEDES,2021,72236
Heavy goods vehicles,MERCEDES,2022,71084
Light goods vehicles,MERCEDES,2018,311631
Light goods vehicles,MERCEDES,2019,324157
Light goods vehicles,MERCEDES,2020,336998
Light goods vehicles,MERCEDES,2021,353577
Light goods vehicles,MERCEDES,2022,356130
Motorcycles,MERCEDES,2018,2
Motorcycles,MERCEDES,2019,2
Motorcycles,MERCEDES,2020,2
Motorcycles,MERCEDES,2021,2
Motorcycles,MERCEDES,2022,1
Other vehicles,MERCEDES,2018,15686
Other vehicles,MERCEDES,2019,15886
Other vehicles,MERCEDES,2020,15225
Other vehicles,MERCEDES,2021,15335
Other vehicles,MERCEDES,2022,15373
Buses and coaches,MERCEDES-BENZ,2018,0
Buses and coaches,MERCEDES-BENZ,2019,0
Buses and coaches,MERCEDES-BENZ,2020,0
Buses and coaches,MERCEDES-BENZ,2021,0
Buses and coaches,MERCEDES-BENZ,2022,0
Cars,MERCEDES-BENZ,2018,0
Cars,MERCEDES-BENZ,2019,0
Cars,MERCEDES-BENZ,2020,0
Cars,MERCEDES-BENZ,2021,0
Cars,MERCEDES-BENZ,2022,0
Heavy goods vehicles,MERCEDES-BENZ,2018,0
Heavy goods vehicles,MERCEDES-BENZ,2019,0
Heavy goods vehicles,MERCEDES-BENZ,2020,0
Heavy goods vehicles,MERCEDES-BENZ,2021,0
Heavy goods vehicles,MERCEDES-BENZ,2022,0
Light goods vehicles,MERCEDES-BENZ,2018,0
Light goods vehicles,MERCEDES-BENZ,2019,0
Light goods vehicles,MERCEDES-BENZ,2020,0
Light goods vehicles,MERCEDES-BENZ,2021,0
Light goods vehicles,MERCEDES-BENZ,2022,0
Other vehicles,MERCEDES-BENZ,2018,0
Other vehicles,MERCEDES-BENZ,2019,0
Other vehicles,MERCEDES-BENZ,2020,0
Other vehicles,MERCEDES-BENZ,2021,0
Other vehicles,MERCEDES-BENZ,2022,0
Buses and coaches,MERCURY,2018,2
Buses and coaches,MERCURY,2019,2
Buses and coaches,MERCURY,2020,2
Buses and coaches,MERCURY,2021,2
Buses and coaches,MERCURY,2022,2
Cars,MERCURY,2018,226
Cars,MERCURY,2019,237
Cars,MERCURY,2020,243
Cars,MERCURY,2021,260
Cars,MERCURY,2022,258
Light goods vehicles,MERCURY,2018,69
Light goods vehicles,MERCURY,2019,91
Light goods vehicles,MERCURY,2020,68
Light goods vehicles,MERCURY,2021,66
Light goods vehicles,MERCURY,2022,60
Motorcycles,MERCURY,2018,17
Motorcycles,MERCURY,2019,17
Motorcycles,MERCURY,2020,18
Motorcycles,MERCURY,2021,17
Motorcycles,MERCURY,2022,17
Other vehicles,MERCURY,2018,59
Other vehicles,MERCURY,2019,58
Other vehicles,MERCURY,2020,55
Other vehicles,MERCURY,2021,52
Other vehicles,MERCURY,2022,50
Heavy goods vehicles,MERLO,2018,3
Heavy goods vehicles,MERLO,2019,3
Heavy goods vehicles,MERLO,2020,3
Heavy goods vehicles,MERLO,2021,3
Heavy goods vehicles,MERLO,2022,3
Light goods vehicles,MERLO,2018,13
Light goods vehicles,MERLO,2019,14
Light goods vehicles,MERLO,2020,13
Light goods vehicles,MERLO,2021,13
Light goods vehicles,MERLO,2022,13
Motorcycles,MERLO,2018,0
Motorcycles,MERLO,2019,0
Motorcycles,MERLO,2020,0
Motorcycles,MERLO,2021,0
Motorcycles,MERLO,2022,0
Other vehicles,MERLO,2018,5733
Other vehicles,MERLO,2019,5917
Other vehicles,MERLO,2020,6066
Other vehicles,MERLO,2021,6424
Other vehicles,MERLO,2022,6607
Cars,METROCAB,2018,1
Cars,METROCAB,2019,0
Cars,METROCAB,2020,0
Cars,METROCAB,2021,0
Cars,METROCAB,2022,0
Heavy goods vehicles,METROCAB,2018,0
Heavy goods vehicles,METROCAB,2019,0
Heavy goods vehicles,METROCAB,2020,0
Heavy goods vehicles,METROCAB,2021,0
Heavy goods vehicles,METROCAB,2022,0
Motorcycles,METROCAB,2018,3
Motorcycles,METROCAB,2019,3
Motorcycles,METROCAB,2020,4
Motorcycles,METROCAB,2021,3
Motorcycles,METROCAB,2022,3
Other vehicles,METROCAB,2018,286
Other vehicles,METROCAB,2019,166
Other vehicles,METROCAB,2020,74
Other vehicles,METROCAB,2021,50
Other vehicles,METROCAB,2022,41
Cars,MG,2018,98159
Cars,MG,2019,106654
Cars,MG,2020,120638
Cars,MG,2021,149792
Cars,MG,2022,195575
Light goods vehicles,MG,2018,112
Light goods vehicles,MG,2019,97
Light goods vehicles,MG,2020,79
Light goods vehicles,MG,2021,83
Light goods vehicles,MG,2022,78
Motorcycles,MG,2018,1
Motorcycles,MG,2019,3
Motorcycles,MG,2020,3
Motorcycles,MG,2021,3
Motorcycles,MG,2022,1
Other vehicles,MG,2018,205
Other vehicles,MG,2019,207
Other vehicles,MG,2020,209
Other vehicles,MG,2021,209
Other vehicles,MG,2022,210
Cars,MGB,2018,0
Cars,MGB,2019,0
Cars,MGB,2020,0
Cars,MGB,2021,1
Cars,MGB,2022,3
Motorcycles,MGB,2018,0
Motorcycles,MGB,2019,0
Motorcycles,MGB,2020,0
Motorcycles,MGB,2021,75
Motorcycles,MGB,2022,655
Cars,MG XPOWER,2018,19
Cars,MG XPOWER,2019,13
Cars,MG XPOWER,2020,11
Cars,MG XPOWER,2021,14
Cars,MG XPOWER,2022,12
Cars,MIA,2018,8
Cars,MIA,2019,6
Cars,MIA,2020,6
Cars,MIA,2021,7
Cars,MIA,2022,7
Light goods vehicles,MIA,2018,4
Light goods vehicles,MIA,2019,3
Light goods vehicles,MIA,2020,4
Light goods vehicles,MIA,2021,3
Light goods vehicles,MIA,2022,4
Motorcycles,MIA,2018,0
Motorcycles,MIA,2019,0
Motorcycles,MIA,2020,0
Motorcycles,MIA,2021,0
Motorcycles,MIA,2022,0
Motorcycles,MIA ELECTRIC,2018,0
Motorcycles,MIA ELECTRIC,2019,0
Motorcycles,MIA ELECTRIC,2020,0
Motorcycles,MIA ELECTRIC,2021,0
Motorcycles,MIA ELECTRIC,2022,0
Cars,MICROCAR,2018,1179
Cars,MICROCAR,2019,1064
Cars,MICROCAR,2020,946
Cars,MICROCAR,2021,833
Cars,MICROCAR,2022,729
Light goods vehicles,MICROCAR,2018,1
Light goods vehicles,MICROCAR,2019,1
Light goods vehicles,MICROCAR,2020,1
Light goods vehicles,MICROCAR,2021,1
Light goods vehicles,MICROCAR,2022,1
Other vehicles,MICROCAR,2018,0
Other vehicles,MICROCAR,2019,0
Other vehicles,MICROCAR,2020,0
Other vehicles,MICROCAR,2021,0
Other vehicles,MICROCAR,2022,0
Cars,MIG,2018,0
Cars,MIG,2019,0
Cars,MIG,2020,0
Cars,MIG,2021,0
Cars,MIG,2022,0
Light goods vehicles,MIG,2018,0
Light goods vehicles,MIG,2019,0
Light goods vehicles,MIG,2020,0
Light goods vehicles,MIG,2021,0
Light goods vehicles,MIG,2022,0
Motorcycles,MIG,2018,2
Motorcycles,MIG,2019,1
Motorcycles,MIG,2020,2
Motorcycles,MIG,2021,1
Motorcycles,MIG,2022,1
Cars,MINI,2018,748893
Cars,MINI,2019,795113
Cars,MINI,2020,817136
Cars,MINI,2021,840127
Cars,MINI,2022,865156
Light goods vehicles,MINI,2018,975
Light goods vehicles,MINI,2019,953
Light goods vehicles,MINI,2020,956
Light goods vehicles,MINI,2021,935
Light goods vehicles,MINI,2022,946
Other vehicles,MINI,2018,2
Other vehicles,MINI,2019,2
Other vehicles,MINI,2020,1
Other vehicles,MINI,2021,3
Other vehicles,MINI,2022,3
Cars,MISSING,2018,0
Cars,MISSING,2019,0
Cars,MISSING,2020,0
Cars,MISSING,2021,0
Cars,MISSING,2022,0
Motorcycles,MISSING,2018,0
Motorcycles,MISSING,2019,0
Motorcycles,MISSING,2020,0
Motorcycles,MISSING,2021,0
Motorcycles,MISSING,2022,0
Other vehicles,MISSING,2018,0
Other vehicles,MISSING,2019,0
Other vehicles,MISSING,2020,0
Other vehicles,MISSING,2021,0
Other vehicles,MISSING,2022,0
Buses and coaches,MITSUBISHI,2018,20
Buses and coaches,MITSUBISHI,2019,15
Buses and coaches,MITSUBISHI,2020,14
Buses and coaches,MITSUBISHI,2021,13
Buses and coaches,MITSUBISHI,2022,11
Cars,MITSUBISHI,2018,235534
Cars,MITSUBISHI,2019,235073
Cars,MITSUBISHI,2020,229154
Cars,MITSUBISHI,2021,222040
Cars,MITSUBISHI,2022,209413
Heavy goods vehicles,MITSUBISHI,2018,923
Heavy goods vehicles,MITSUBISHI,2019,752
Heavy goods vehicles,MITSUBISHI,2020,615
Heavy goods vehicles,MITSUBISHI,2021,531
Heavy goods vehicles,MITSUBISHI,2022,451
Light goods vehicles,MITSUBISHI,2018,118002
Light goods vehicles,MITSUBISHI,2019,119973
Light goods vehicles,MITSUBISHI,2020,119983
Light goods vehicles,MITSUBISHI,2021,117200
Light goods vehicles,MITSUBISHI,2022,109182
Other vehicles,MITSUBISHI,2018,579
Other vehicles,MITSUBISHI,2019,572
Other vehicles,MITSUBISHI,2020,539
Other vehicles,MITSUBISHI,2021,549
Other vehicles,MITSUBISHI,2022,544
Cars,MITSUBISHI FUSO,2018,1
Cars,MITSUBISHI FUSO,2019,1
Cars,MITSUBISHI FUSO,2020,2
Cars,MITSUBISHI FUSO,2021,0
Cars,MITSUBISHI FUSO,2022,2
Heavy goods vehicles,MITSUBISHI FUSO,2018,5485
Heavy goods vehicles,MITSUBISHI FUSO,2019,5679
Heavy goods vehicles,MITSUBISHI FUSO,2020,5464
Heavy goods vehicles,MITSUBISHI FUSO,2021,5480
Heavy goods vehicles,MITSUBISHI FUSO,2022,5158
Light goods vehicles,MITSUBISHI FUSO,2018,1981
Light goods vehicles,MITSUBISHI FUSO,2019,2029
Light goods vehicles,MITSUBISHI FUSO,2020,2140
Light goods vehicles,MITSUBISHI FUSO,2021,2299
Light goods vehicles,MITSUBISHI FUSO,2022,2422
Other vehicles,MITSUBISHI FUSO,2018,105
Other vehicles,MITSUBISHI FUSO,2019,109
Other vehicles,MITSUBISHI FUSO,2020,115
Other vehicles,MITSUBISHI FUSO,2021,112
Other vehicles,MITSUBISHI FUSO,2022,111
Cars,MK SPORTSCARS,2018,2
Cars,MK SPORTSCARS,2019,3
Cars,MK SPORTSCARS,2020,3
Cars,MK SPORTSCARS,2021,3
Cars,MK SPORTSCARS,2022,1
Cars,MOBILVETTA,2018,0
Cars,MOBILVETTA,2019,1
Cars,MOBILVETTA,2020,1
Cars,MOBILVETTA,2021,1
Cars,MOBILVETTA,2022,3
Heavy goods vehicles,MOBILVETTA,2018,72
Heavy goods vehicles,MOBILVETTA,2019,132
Heavy goods vehicles,MOBILVETTA,2020,171
Heavy goods vehicles,MOBILVETTA,2021,257
Heavy goods vehicles,MOBILVETTA,2022,265
Light goods vehicles,MOBILVETTA,2018,31
Light goods vehicles,MOBILVETTA,2019,59
Light goods vehicles,MOBILVETTA,2020,73
Light goods vehicles,MOBILVETTA,2021,70
Light goods vehicles,MOBILVETTA,2022,64
Other vehicles,MOBILVETTA,2018,0
Other vehicles,MOBILVETTA,2019,0
Other vehicles,MOBILVETTA,2020,0
Other vehicles,MOBILVETTA,2021,1
Other vehicles,MOBILVETTA,2022,0
Cars,MOBYLETTE,2018,1
Cars,MOBYLETTE,2019,1
Cars,MOBYLETTE,2020,1
Cars,MOBYLETTE,2021,1
Cars,MOBYLETTE,2022,1
Heavy goods vehicles,MOBYLETTE,2018,2
Heavy goods vehicles,MOBYLETTE,2019,2
Heavy goods vehicles,MOBYLETTE,2020,2
Heavy goods vehicles,MOBYLETTE,2021,2
Heavy goods vehicles,MOBYLETTE,2022,2
Motorcycles,MOBYLETTE,2018,819
Motorcycles,MOBYLETTE,2019,841
Motorcycles,MOBYLETTE,2020,923
Motorcycles,MOBYLETTE,2021,946
Motorcycles,MOBYLETTE,2022,967
Other vehicles,MOBYLETTE,2018,4
Other vehicles,MOBYLETTE,2019,5
Other vehicles,MOBYLETTE,2020,5
Other vehicles,MOBYLETTE,2021,6
Other vehicles,MOBYLETTE,2022,5
Cars,MODEC,2018,0
Cars,MODEC,2019,0
Cars,MODEC,2020,0
Cars,MODEC,2021,0
Cars,MODEC,2022,0
Light goods vehicles,MODEC,2018,14
Light goods vehicles,MODEC,2019,10
